10000,0.0037606983,0.0000040014
20000,0.0082207618,0.0000252471
30000,0.0132255524,0.0000113133
40000,0.0190667099,0.0000111525
50000,0.0258565986,0.0000131142
60000,0.0349138592,0.0000119017
70000,0.0378167748,0.0000069407
80000,0.0446032860,0.0000078069
90000,0.0530393608,0.0000100894
100000,0.0607406637,0.0000083304
