10000,0.0033036980,0.0000147054
20000,0.0085194771,0.0000134397
30000,0.0162671081,0.0000158941
40000,0.0217949466,0.0000132664
50000,0.0296161542,0.0000086830
60000,0.0372587283,0.0000051941
70000,0.0500788346,0.0000056187
80000,0.0589335652,0.0000070834
90000,0.0680869439,0.0000067387
100000,0.0743006162,0.0000065092
