10000,0.0033211092,0.0000078317
20000,0.0064733825,0.0000049333
30000,0.0115125415,0.0000069196
40000,0.0172354411,0.0000061339
50000,0.0227125055,0.0000050020
60000,0.0285266217,0.0000037911
70000,0.0373228000,0.0000043509
80000,0.0442268757,0.0000052624
90000,0.0483697712,0.0000049447
100000,0.0567707796,0.0000061525
