10000,0.0000107630,0.0002781821
20000,0.0000215309,0.0009912205
30000,0.0000368311,0.0021258848
40000,0.0000497629,0.0028455086
50000,0.0000560777,0.0032796518
60000,0.0000836086,0.0040880973
70000,0.0000831816,0.0047303467
80000,0.0000952772,0.0053274968
90000,0.0001057188,0.0059573268
100000,0.0001119347,0.0065594892
